source_id,name_he,name_en,url,publisher,category,subcategory,legal_domains,primary_or_secondary,official,access,commercial,historical_coverage,content_types,full_text,metadata_availability,search_available,api_available,api_type,feeds,formats,bulk_download,auth_required,paywall,captcha,robots_policy,terms_status,license_status,rag_permission,update_frequency,last_observed_update,hebrew_quality,stability,reliability_score,authority_score,legal_risk,technical_difficulty,priority_recommendation,recommended_ingestion,verified,example_documents,notes,current_integration_status,owner,validation_source,last_reviewed
LSR-062,הצעות חוק באתר הכנסת (מאגר החקיקה — מודול הצעות חוק),Knesset Bills (Hatza'ot Chok) search,https://main.knesset.gov.il/apps/legislation/main/bills,הכנסת (Knesset),C-legislative-process,bills,all,primary,true,free,false,"All bills (government, private, committee) from the 1st Knesset (1949) to the current Knesset, per gov.il service descriptions",bills; bill-status-tracking; explanatory-notes; readings-history,true,"rich (status, initiators, committee, readings, Reshumot publication)",true,true,same data via Knesset OData KNS_Bill/KNS_BillName + document links,"Knesset RSS services exist (knesset.gov.il/rssservice/*) — reported by search index, unconfirmed from this environment",HTML; PDF; DOC,via OData / oknesset CSV dumps,false,false,unknown,unknown,Knesset website terms; bill texts are state works (no copyright in official legal texts),no explicit open license,unknown,continuous during Knesset activity,unknown,native/excellent,medium (UI migrated to new SPA; URLs changed over the years),85,100,low,medium,P1,Prefer OData KNS_Bill for metadata; fetch bill documents from fs.knesset.gov.il links (requires Israeli egress),partial,https://www.gov.il/he/service/bills_from_the_first_to_the_the_present_knesset_in_the_national_legislation_database,SPA URL returned HTTP 474 to this environment; existence confirmed via search results and gov.il catalog entries describing the service. | rag_permission detail: likely permissible for bill texts; confirm site terms,not integrated,LawME (founder),legislation.json,2026-07-11
LSR-063,פרוטוקולים של ועדות הכנסת,Knesset committee protocols,https://m.knesset.gov.il/activity/committees/pages/allcommitteeprotocols.aspx,הכנסת (Knesset committees),C-legislative-process,committee-protocols,all,primary,true,free,false,Recent Knessets fully online; older protocols progressively digitized (Knesset Archive holds full record since 1949),committee-protocols; committee-agendas; session-recordings,true,session metadata in OData (committee sessions tables); documents on fs.knesset.gov.il,true,true,Knesset OData committee/session entity sets + document URLs; no dedicated protocol API,RSS: https://www.knesset.gov.il/rssservice/committee_protocol.aspx (seen in search index; fetch blocked HTTP 474),DOC/DOCX; PDF; HTML,community dumps of committee tables at production.oknesset.org/pipelines/data/committees/,false,false,unknown,unknown,official parliamentary record; Knesset site terms apply,no explicit open license; protocols are official state records,unknown,daily during sessions (protocols published days-weeks after hearings),unknown,native/excellent (verbatim transcripts),high,85,100,low,medium-high (document store fs.knesset.gov.il geo-blocked; DOC formats vary by era),P1,OData session metadata -> fetch protocol files from fs.knesset.gov.il via Israeli egress; parse DOC/DOCX,partial,https://main.knesset.gov.il/Activity/committees/Economics/pages/committeeprotocols.aspx,Pages confirmed via search; m.knesset.gov.il and fs.knesset.gov.il returned HTTP 474 to this environment (geo/WAF). fs.knesset.gov.il/globaldocs/... is the actual file server for protocols and other Knesset documents. | rag_permission detail: likely permissible (official proceedings); confirm terms; note privacy of speakers' remarks,not integrated,LawME (founder),legislation.json,2026-07-11
LSR-064,פרוטוקולי מליאת הכנסת / דברי הכנסת,Knesset plenum transcripts (Divrei HaKnesset),https://main.knesset.gov.il/Activity/plenum/pages/plenumallprotocols.aspx,הכנסת (Knesset),C-legislative-process,plenary-transcripts,all,primary,true,free,false,Divrei HaKnesset series since 1949; searchable session protocols online ('חיפוש בדברי הכנסת' at Activity/plenum/pages/sessions.aspx),plenary-protocols; divrei-haknesset-volumes; votes-in-plenum; readings-of-bills,true,session/agenda/vote metadata in Knesset OData (KNS_Agenda confirmed),true,true,Knesset OData for session metadata; documents as files,unknown,PDF; DOC; HTML,no official bulk; community mirrors partial,false,false,unknown,unknown,official parliamentary record; Knesset site terms,no explicit open license,unknown,per sitting; official Divrei HaKnesset volumes lag,unknown,native/excellent,high,85,100,low,medium-high (geo-block; OCR needed for old scanned volumes),P1,"Session list via OData/site, files from fs.knesset.gov.il with Israeli egress; OCR pipeline for pre-digital volumes",partial,https://main.knesset.gov.il/Activity/plenum/pages/sessions.aspx,"URLs confirmed via search results ('חיפוש בדברי הכנסת', 'Knesset — plenumallprotocols'); direct fetches blocked (474/blank SPA). Historic 13th-Knesset plenum PDFs also found mirrored at archive.nyu.edu, confirming the document series. | rag_permission detail: likely permissible (official proceedings); confirm terms",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-065,"רשומות — העיתון הרשמי (ספר החוקים, קובץ התקנות, ילקוט הפרסומים)",Reshumot — Official Gazette of Israel on gov.il,https://www.gov.il/he/departments/dynamiccollectors/gazette-official,"משרד המשפטים — מחלקת רשומות (Ministry of Justice, Reshumot Department)",B-legislation,official-gazette,all,primary,true,free,false,"Digitized booklets on gov.il; series exist since 1948/9 (Sefer HaChukim, Kovetz HaTakanot, Yalkut HaPirsumim, Hatza'ot Chok); depth of the online archive per series not fully confirmed",laws-as-published; regulations (kovetz-takanot); official-notices (yalkut-pirsumim); government-bills; treaties (kitvei-amana),true,"booklet-level metadata (type, number, Hebrew year, date, table of contents)",true,false,no documented public API; documents are served through justice.gov.il SearchPredefinedApi backend (undocumented),unknown,PDF (signed official booklets),no,false,false,unknown,gov.il returned HTTP 403 to some automated fetches from this environment (WAF); one fetch of the collector succeeded,gov.il terms of use; gazette content is official state publication — statutes/regulations not copyright-protected,official publication; no explicit open license on gov.il,restricted,multiple booklets weekly,2026 (live search collector),native/excellent (authoritative),medium (moved from old rashumot/justice sites to gov.il dynamic collector),90,100,low,"medium (WAF, dynamic collector JSON backend, PDF-only)",P0,Poll the dynamic collector (booklet type + date filters) for new booklets; store PDFs; OCR/parse; this is the authoritative 'as published' source incl. all secondary legislation (קובץ התקנות),url_opened,https://free-justice.openapi.gov.il/free/moj/portal/rest/searchpredefinedapi/v1/SearchPredefinedApi/Documents/C0++GNrJwysYwrY2rcB2GfPUEwSdnw6j+NRmoSBDabA=; https://rfa.justice.gov.il/SearchPredefinedApi/Documents/eltmLng4Dfd~QCRyrEnQ0RO8B5u+tGKqvYabpd2EHGY=,"Fetch of the collector confirmed the search UI and filters (booklet type, booklet number, TOC, Hebrew year, date range, full-text within booklet). Example PDF delivery endpoints (rfa.justice.gov.il and free-justice.openapi.gov.il SearchPredefinedApi) observed in search index serving Yalkut HaPirsumim PDFs — undocumented backend, use with care. Arabic translations unit exists (רשומות בערבית on gov.il). | rag_permission detail: legal texts reusable (no copyright in laws); gov.il scraping subject to site terms/WAF",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-066,אתר החקיקה הממשלתי (תזכירי חוק),Government Legislation Site — legislation memoranda (Tazkirim),https://www.tazkirim.gov.il/,משרד המשפטים (Ministry of Justice),C-legislative-process,legislation-memoranda-public-consultation,all,primary,true,free,false,Memoranda published since the site launched in 2010 (law.co.il reported the 2010 launch); includes past and current memoranda and draft secondary legislation,law-memoranda (tazkirei-chok); draft-regulations; public-comments,true,"per-memorandum record pages (ministry, dates, comment window)",true,false,none documented (Salesforce Experience Cloud site; record URLs like /s/legislativeworkactivity/<id>),unknown,HTML; DOC/DOCX; PDF,no,false,false,unknown,robots.txt could not be retrieved from this environment (server TLS handshake failure with fetcher),gov.il/MoJ terms; memoranda are official state documents,no explicit open license; draft-legislation texts effectively reusable as state legal documents,unknown,continuous (new memoranda weekly),unknown,native/excellent,"medium (Salesforce platform, IDs opaque)",80,95,low,"medium (JS-heavy Salesforce site, TLS quirks)",P1,Crawl /s/ listing with headless browser from compatible network; capture memorandum metadata + attached draft documents,partial,https://tazkirim.gov.il/s/about?language=iw; https://tazkirim.gov.il/s/legislativeworkactivity/a133Y00000K4NaDQAV/הפצה-להערות-ציבור?language=iw,"All direct fetches failed: first with SSL certificate-verification error on the target's robots.txt, then proxy rate-limit. Existence, structure (about page, individual memorandum pages open for public comment with deadlines) confirmed via multiple search results including moj.my.site.com knowledge-base article 'הפצת תזכירי חוק וטיוטות חקיקת משנה להערות הציבור'. | rag_permission detail: likely permissible; confirm terms",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-067,ספר החוקים הפתוח (ויקיטקסט),The Open Book of Laws (Hebrew Wikisource consolidated statutes),https://he.wikisource.org/wiki/ספר_החוקים_הפתוח,מתנדבי ויקיטקסט + הסדנא לידע ציבורי + ויקימדיה ישראל,B-legislation,consolidated-statutes-open,all,secondary (unofficial consolidation of primary texts),false,free,false,"Consolidated current versions of hundreds of Israeli laws and selected regulations, continuously amended from Reshumot",consolidated-laws; regulations; cross-references,true,"wiki page metadata, revision history, amendment annotations",true,true,MediaWiki Action API + REST + wikitext export + full XML dumps (dumps.wikimedia.org),RSS/Atom per-page revision feeds (MediaWiki),HTML; wikitext; XML dumps,yes (Wikimedia dumps of hewikisource),false,false,false,permissive for read; API preferred,Wikimedia Terms of Use,CC BY-SA (editorial contributions); underlying statutory text not copyright-protected,open_license,ongoing volunteer updates after each Reshumot publication (lag varies by law),unknown,native/excellent (careful editorial conventions),high,75,60,low (must not present as official/binding text; volunteer consolidations may lag),low,P0,MediaWiki API export of the project category pages / hewikisource dumps; track revision timestamps per law as freshness signal,partial,https://he.wikisource.org/wiki/ויקיטקסט:ספר_החוקים_הפתוח; https://he.wikisource.org/wiki/שער:חוקי_מדינת_ישראל,"he.wikisource.org was not fetchable from this environment (fetcher marks the domain cache-only), so verified via the project's own portal openlaw.org.il (fetched successfully — describes the Wikisource project, consolidation from Reshumot, disclaimer of non-authoritativeness) and via search results showing the project pages (project page, 'חוקים חסרים' worklist). | rag_permission detail: yes, with CC BY-SA attribution/share-alike for the consolidated editorial layer",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-068,ספר החוקים הפתוח — openlaw.org.il,OpenLaw.org.il (Open Law project portal),https://www.openlaw.org.il/,הסדנא לידע ציבורי (Public Knowledge Workshop) + ויקימדיה ישראל,B-legislation,consolidated-statutes-open-portal,all,secondary (unofficial consolidation),false,free,false,"Reported on-site: over 250 laws and regulations in consolidated, current versions (content mirrors the Wikisource project)",consolidated-laws; regulations; inter-law-hyperlinks,true,basic (law pages with amendment annotations),true,false,none documented on portal; source data available via Wikisource APIs,unknown,HTML,via Wikisource dumps (same content),false,false,false,unknown,"project disclaimer: not legal advice, not guaranteed authoritative/complete/current",CC BY-SA editorial layer (Wikisource-sourced),open_license,follows Wikisource project updates,unknown,native/excellent,medium (NGO-maintained portal),70,55,low (with unofficial-text disclaimer),low,P1,Prefer ingesting from Wikisource APIs/dumps; use openlaw.org.il for project documentation and law index,url_opened,https://www.hasadna.org.il/openlaw/,"Homepage fetched successfully; confirms collaboration between Public Knowledge Workshop and Wikimedia Israel, 250+ consolidated laws/regulations, consolidation from ministry documents and Reshumot, explicit non-authoritative disclaimer. | ALSO covered by open-caselaw-rights.json: Alive. IMPORTANT correction to registry assumption: Open Law Project is a consolidated-LEGISLATION project, not a judgment archive. Explicit disclaimer: not leg | rag_permission detail: yes, with attribution (CC BY-SA)",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-069,"מרכז המחקר והמידע של הכנסת (ממ""מ)",Knesset Research and Information Center (RIC / MMM) publications,https://main.knesset.gov.il/Activity/Info/Research/pages/default.aspx,הכנסת — מרכז המחקר והמידע,C-legislative-process,parliamentary-research-reports,all; policy-analysis; comparative-law,secondary,true,free,false,Reports since the center's founding in 2000; thousands of documents; document search at Activity/Info/Research/pages/search.aspx,research-reports; comparative-surveys; background-papers-for-committees,true,title/date/author/committee metadata in site search; PDFs hosted on fs.knesset.gov.il/globaldocs/MMM/,true,unknown,unknown (community projects reference MMM data; no confirmed public API),unknown,PDF,no official; Nevo mirrors a folder of RIC documents,false,false,unknown,unknown,Knesset publication; reports carry Knesset attribution,no explicit open license,unknown,several reports weekly during sessions,unknown,native/excellent (some English abstracts),high,85,90,low,medium (geo-blocked file server),P1,Scrape search index from Israeli egress; download PDFs from fs.knesset.gov.il; strong source for legislative intent context,partial,https://fs.knesset.gov.il/globaldocs/MMM/41566b58-e9f7-e411-80c8-00155d010977/2_41566b58-e9f7-e411-80c8-00155d010977_11_19472.pdf; https://main.knesset.gov.il/Activity/Info/Research/pages/search.aspx,Search/landing URLs confirmed via search results; an MMM PDF on fs.knesset.gov.il appeared in the search index (a comparative survey on official publications) but direct fetch returned HTTP 474 (geo/WAF). Nevo hosts a mirror folder of RIC documents (FilesFolderPermalink 'מסמכי מרכז המחקר והמידע'). | rag_permission detail: likely permissible with attribution as official parliamentary research; confirm terms,not integrated,LawME (founder),legislation.json,2026-07-11
LSR-070,מאגרי מידע ממשלתיים — data.gov.il (חקיקה ונתוני כנסת),data.gov.il — legislation-related open datasets (CKAN),https://data.gov.il/dataset?q=חקיקה,מערך הדיגיטל הלאומי / רשות התקשוב (gov.il open data portal),B-legislation,open-data-catalog,all,secondary (catalog pointing to primary sources),true,free,false,"Catalog entries: 'חוקי מדינת ישראל', 'החוקים כפי שנחקקו', 'כל הצעות החוק', 'מאגר פרלמנטרי נגיש (OData)', 'מאגר האסדרה', Knesset votes dataset ('votes-knesset')",dataset-catalog-records; XLSX-resources; links-to-knesset-odata,false,"full CKAN metadata (org, resources, formats, license field)",true,true,"CKAN Action API v3 (package_search, datastore where enabled), JSON","CKAN RSS for dataset updates (standard CKAN capability, unconfirmed here)",JSON (API); XLSX; CSV; external links,per-resource downloads; datastore API for tabular resources,false,false,false,API fetch succeeded; dataset HTML pages are client-side rendered (blank to plain fetchers),gov.il open data terms,portal aims at open government licensing; per-dataset license field must be checked,open_license,varies per dataset,2026 (live API),native/excellent,high,85,85,low,low,P1,"Use CKAN API to enumerate legislation/Knesset datasets and pull tabular resources (e.g., regulation database XLSX, votes)",url_opened,https://data.gov.il/api/3/action/package_search?q=חקיקה; https://data.gov.il/dataset/regulationdatabase; https://data.gov.il/he/dataset/votes-knesset,"CKAN API fetched successfully: 8 datasets matched 'חקיקה', including Knesset-published pointers to the National Legislation Database and the OData parliamentary service, plus the Regulation Authority's regulation database (XLSX). | rag_permission detail: generally yes for open-data resources; verify per dataset",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-071,מאגר האסדרה (מאגר הרגולציה),National Regulation Database (Regulatory Authority),https://www.gov.il/he/departments/dynamiccollectors/regulationdatabase,"רשות האסדרה (Israeli Regulatory Authority, PMO)",B-legislation,regulations-catalog (secondary legislation / regulatory requirements),regulatory; administrative; all,secondary (catalog of regulation; not the authoritative Kovetz HaTakanot text),true,free,false,Regulations in force cataloged pursuant to the Principles of Regulation Law framework; built from 2022 onward,regulation-catalog-records; links-to-legal-sources,false,"structured records per regulation (regulator, domain, legal source)",true,true,data.gov.il CKAN resource (XLSX dump 'מאגר האסדרה — Regulation Database'); gov.il dynamic collector JSON backend (undocumented),unknown,XLSX; HTML,yes (XLSX via data.gov.il),false,false,unknown,gov.il WAF returned 403 to some automated fetches,gov.il terms; published as open data on data.gov.il,open-data listing; per-resource license to verify,unknown,periodic (authority updates the catalog),unknown,native/excellent,medium (young institution),75,85,low,low (XLSX route),P2,"Pull XLSX from data.gov.il regularly; use as an index of secondary legislation in force, cross-link to Kovetz HaTakanot PDFs in Reshumot",partial,https://data.gov.il/dataset/regulationdatabase,"Dataset confirmed via CKAN API fetch (organization: Regulatory Authority, format XLSX, description referencing the statutory duty to maintain a regulation database). The gov.il collector page itself and the dataset HTML page were not renderable from this environment (WAF 403 / client-side rendering). | rag_permission detail: likely yes (open data), verify license field",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-072,מאגרי נתוני הכנסת של הסדנא לידע ציבורי (knesset-data),Hasadna knesset-data pipelines and CSV dumps (oknesset),https://production.oknesset.org/pipelines/data/,הסדנא לידע ציבורי (Public Knowledge Workshop) — open-source project,C-legislative-process,community-mirror-bulk-data,all,secondary (mirror of official Knesset OData),false,free,false,"Full-table dumps of Knesset OData: e.g. kns_bill with 60,240 rows covering bills across Knessets; members, committees, positions",csv-dumps; datapackage-descriptors; etl-code,false,frictionless datapackage.json per table with full field schemas,false,true,static HTTP directory of CSV + datapackage.json (frictionless data),none,CSV; JSON (datapackage),yes (primary purpose),false,false,false,open static hosting,code MIT (hasadna/knesset-data); data is public parliamentary data,MIT tooling; data reuse per Knesset open-data status,open_license,"pipeline-driven; freshness varies (project maintenance has slowed — last knesset-data release 2017, pipelines repo more recent)","unknown (kns_bill dump live with 60,240 rows)",native (Hebrew field values from source),medium (volunteer-maintained),65,50,low,low,P1,"Best workaround for the Knesset OData geo-block: download table CSVs (bills, committees, members) and validate against datapackage schemas; verify LastUpdatedDate recency before relying on it",url_opened,https://production.oknesset.org/pipelines/data/bills/kns_bill/datapackage.json; https://production.oknesset.org/pipelines/data/bills/kns_bill/; https://github.com/hasadna/knesset-data,"datapackage.json for kns_bill fetched successfully (60,240 rows, 15.66MB CSV, 23 fields incl. BillID, KnessetNum, StatusID, MagazineNumber, PublicationSeriesDesc, LastUpdatedDate). Directory index URLs returned a redirect loop to the fetcher but are indexed by search engines (bills, members, committees tables). GitHub repo hasadna/knesset-data fetched OK (MIT, python package, django module). | rag_permission detail: yes for metadata tables; attribute hasadna; verify freshness",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-073,העיתון הרשמי של ממשלת המנדט (Palestine Gazette) — ארכיון המדינה ב-Pinpoint,"Palestine Gazette 1921-1948 (Israel State Archives, Google Pinpoint collection)",https://journaliststudio.google.com/pinpoint/search?collection=7ded851a300df5a6,"ארכיון המדינה (Israel State Archives), hosted on Google Pinpoint",B-legislation,historical-gazette-mandate-era,all; historical,primary (scans of the official gazette of Mandatory Palestine),true,free,false,"1921-1948 Palestine Gazette (Hebrew edition; English/Hebrew documents) plus Israeli provisional-government publications 1948-1949; ~160,000 scanned pages",mandate-ordinances; official-notices; proclamations; provisional-government-gazette (Iton Rishmi),true,"OCR + entity extraction (people, organizations, locations), year/language filters",true,false,none (Pinpoint UI only),none,scanned images with OCR layer,no (page-by-page viewing),false,false,unknown,Google product pages; automated scraping restricted by Google ToS,State Archives collection; Google Pinpoint terms for access,Mandate-era official texts are out of copyright; scans held by State Archives,open_license,static (closed historical collection),collection published (digitization project completed),good OCR of historical Hebrew (verify per document),medium (dependent on Google Pinpoint hosting),80,90,low,high (no API/bulk),P2,Use for research lookup; for corpus ingestion approach Israel State Archives for the underlying scans/OCR,url_opened,https://journaliststudio.google.com/pinpoint/search?collection=7ded851a300df5a6,"Fetched successfully: confirmed as 'The Palestine gazette in Hebrew' from the Israel State Archives, ~160,000 scanned pages, 1921-1948 plus provisional-government era, searchable with year/language/entity filters. Key source for Mandate-era ordinances still in force. | rag_permission detail: texts themselves public domain; bulk extraction from Pinpoint restricted — source scans from the Archives directly for bulk use",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-074,קטלוג ארכיון המדינה,Israel State Archives online catalog,https://catalog.archives.gov.il/site/catalog/,"ארכיון המדינה (Israel State Archives, PMO)",B-legislation,historical-archives (government records incl. early Reshumot and legislative files),all; historical,primary (archival records),true,free (account registration required for some viewing/ordering),false,"State records from the Mandate era and since 1948, incl. government yearbooks, cabinet records, and digitized historical files; millions of items, partially scanned",archival-files; scanned-documents; government-yearbooks; historical-gazettes,"partial (scanned items, OCR varies)",catalog metadata per file/item; catalog itself published as a dataset on data.gov.il (israel-state-archives-catalog),true,unknown,no documented public API; catalog dataset available via data.gov.il,unknown,PDF/scans; HTML,catalog metadata via data.gov.il; documents no,true,false,unknown,unknown,terms of use published on site (תנאי שימוש),state archival material; per-item restrictions possible (privacy/security classifications),open_license,ongoing digitization,unknown,"native (historical documents, OCR variable)",high,80,95,low-medium (per-item access restrictions),high,P3,Use data.gov.il catalog dataset for discovery; targeted retrieval of legislative-history files; not a bulk text source,url_opened,https://data.gov.il/he/dataset/israel-state-archives-catalog; https://www.archives.gov.il/,"Catalog homepage fetched successfully: confirms search (documents + genealogy), featured collections (Balfour Declaration, Eichmann Trial, government yearbooks), registration requirement and terms of use. Complements the Pinpoint Palestine Gazette collection for pre-state and early-state legal history. | rag_permission detail: case-by-case; old official publications generally public domain",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-075,עמוד תהליך החקיקה באתר הכנסת,Knesset legislative-process documentation pages,https://main.knesset.gov.il/Activity/Legislation/Pages/default.aspx,הכנסת (Knesset),C-legislative-process,process-documentation,all,secondary (explanatory),true,free,false,"Current procedural rules; links to Basic Laws, Knesset Rules of Procedure (תקנון הכנסת), Legal Department guides",process-explainers; rules-of-procedure; basic-laws-list; lexicon-entries,true,n/a (static explanatory pages),true,false,none,unknown,HTML; PDF,no,false,false,false,"served to fetcher (this page rendered server-side, unlike the SPA sections)",Knesset site terms,no explicit open license,unknown,occasional,unknown,native/excellent,high,90,100,low,low,P2,"One-off ingestion of process pages, Rules of Procedure and lexicon as system-knowledge documents for the legislative-process domain",url_opened,https://m.knesset.gov.il/en/activity/pages/rulesofprocedure.aspx; https://main.knesset.gov.il/About/Lexicon/Pages/memorendum-of-law.aspx,"Fetched successfully: describes bill initiation routes (government/private/committee), preliminary/first/second/third readings, publication in Reshumot, links to the 13 Basic Laws and Knesset Rules of Procedure. Useful canonical description of the legislative pipeline for the registry's process ontology. | rag_permission detail: likely permissible; low volume",not integrated,LawME (founder),legislation.json,2026-07-11
LSR-076,ממשק המסמכים של הכנסת (fs.knesset.gov.il),Knesset document file server (fs.knesset.gov.il globaldocs),https://fs.knesset.gov.il/,הכנסת (Knesset),C-legislative-process,document-repository,all,"primary (authoritative copies of bills, protocols, RIC reports)",true,"free (direct URLs, no UI)",false,"Documents referenced by Knesset OData and site pages: bill texts, committee protocols, plenum documents, MMM reports; coverage follows the referencing systems",bill-documents; committee-protocols; plenum-documents; ric-reports,true,none on server; document URLs carry GUIDs and are referenced from OData document tables,false,false,static file hosting addressed via GUID paths (/globaldocs/<type>/<guid>/...),none,PDF; DOC; DOCX; RTF (older),no official; enumeration only via OData document-link tables,false,false,unknown,unknown,Knesset site terms,official documents; no explicit license,unknown,continuous,unknown,native/excellent,high (GUID URLs stable),80,100,low,medium (geo/WAF blocked from foreign cloud egress; must resolve URLs via OData),P1,"Resolve document URLs from Knesset OData tables, fetch from Israeli egress, convert DOC/PDF to text",partial,https://fs.knesset.gov.il/globaldocs/MMM/41566b58-e9f7-e411-80c8-00155d010977/2_41566b58-e9f7-e411-80c8-00155d010977_11_19472.pdf,Direct fetch returned HTTP 474 (same WAF/geo-block as other knesset.gov.il hosts). Server's role and URL pattern confirmed via search-indexed PDFs (an MMM comparative survey on official publications) and community documentation. Listed separately because it is the actual retrieval endpoint for most Knesset full-text documents. | rag_permission detail: likely permissible for official documents; confirm terms,not integrated,LawME (founder),legislation.json,2026-07-11
LSR-077,ממשק מסמכי רשומות של משרד המשפטים (SearchPredefinedApi),Ministry of Justice Reshumot document delivery API (rfa.justice.gov.il / free-justice.openapi.gov.il),https://free-justice.openapi.gov.il/free/moj/portal/rest/searchpredefinedapi/v1/SearchPredefinedApi/Documents/,משרד המשפטים (Ministry of Justice) via gov.il open API gateway,B-legislation,gazette-document-backend,all,primary (serves official Reshumot booklet PDFs),true,free (opaque tokenized document URLs),false,"unknown (observed serving current Yalkut HaPirsumim booklets, e.g. no. 13438 of May 2025)",reshumot-booklet-pdfs,true,unknown (documents addressed by encrypted tokens; discovery presumably via the gov.il gazette collector),false,true,REST document-delivery endpoint (SearchPredefinedApi); no public documentation found,unknown,PDF,unknown,false,false,unknown,unknown,unknown (gov.il API gateway 'free' tier path suggests open access),official gazette content — statutory text free of copyright,unknown,follows Reshumot publication,May 2025 booklet observed in search index,native/excellent (authoritative PDFs),unknown,60,95,low-medium (undocumented endpoint),medium,Research-only,"Investigate how the gov.il gazette collector generates these document tokens; if stable, this is the machine route to Reshumot PDFs — do not build on it before confirming documentation/terms",search_result_only,https://rfa.justice.gov.il/SearchPredefinedApi/Documents/eltmLng4Dfd~QCRyrEnQ0RO8B5u+tGKqvYabpd2EHGY=,Two live document URLs surfaced in the search index (rfa.justice.gov.il and free-justice.openapi.gov.il) serving Yalkut HaPirsumim PDFs; not fetched directly from this environment and no documentation located. Recorded honestly as unverified infrastructure worth investigating; NOT a documented public API. | rag_permission detail: content yes; endpoint usage terms unknown,not integrated,LawME (founder),legislation.json,2026-07-11
LSR-078,הכנסת — שידורי ופרוטוקולי מליאה מקוונים (online.knesset.gov.il),Knesset online plenum system,https://online.knesset.gov.il/app,הכנסת (Knesset),C-legislative-process,live-plenum-and-protocol-viewer,all,primary,true,free,false,unknown (modern Knessets; complements the historical Divrei HaKnesset archive),live-plenum; near-real-time-transcripts; vote-displays,true,unknown,unknown,unknown,unknown,unknown,HTML; video,no,false,false,unknown,unknown,Knesset site terms,no explicit open license,unknown,live during sittings,unknown,native/excellent,unknown,60,100,low,high,P3,Not for bulk ingestion; use published protocols (plenum entry) instead,search_result_only,,Referenced in search results as the online plenum system; not fetchable from this environment (knesset.gov.il WAF). Kept as a pointer; rely on the plenumallprotocols/sessions pages for archival transcripts.,not integrated,LawME (founder),legislation.json,2026-07-11
LSR-079,law.co.il - פורטל המשפט של חיים רביה,law.co.il (Haim Ravia internet & IT law portal),https://www.law.co.il,Haim Ravia / Pearl Cohen Zedek Latzer Baretz law firm,A-judicial,"topical judgment + legislation archive (internet, cyber, IP, privacy law)",internet law; privacy/data protection; copyright; cybercrime; e-commerce; AI law,secondary (case summaries and commentary; some primary documents),false,free (registration only for personalized features),true,1996-present (operating since 1996; deep archive of Israeli internet-law rulings),case-law summaries (פסיקה); news; articles; legislation surveys,partial (summaries with links; some full documents),"dates, courts, topics per item",true,false,none,newsletter; RSS unknown,HTML; some PDF,false,false,false,not observed,unknown,proprietary terms of use (acceptance required at registration); firm-owned content,proprietary,requires_permission,weekly (active news flow observed),2026-07 (July 2026 items observed),high (professional legal Hebrew),high (30 years online),85,70,medium,low-medium,P3,niche value for tech/privacy-law domain awareness; metadata/citation only,url_opened,"recent פסיקה entries on smart-home access, spam litigation, privacy cases","Alive and current (July 2026). Excellent curated coverage of a narrow domain (cyber/IT/IP), not a general judgment archive. | rag_permission detail: no (would need permission from the firm)",not integrated,LawME (founder),open-caselaw-rights.json,2026-07-11
LSR-080,איזראקורט,Isracourt,https://www.isracourt.com,unknown (former free Israeli case-law site),A-judicial,defunct judgment search site,,secondary,false,defunct,unknown,n/a,,n/a,n/a,false,false,none,none,,false,n/a,n/a,n/a,n/a (no DNS),n/a,n/a,unknown,none,unknown,n/a,dead,0,0,n/a,n/a,P3,none - exclude from registry pipelines,partial,none,"DEFUNCT: fetch attempted 2026-07-11 - DNS resolution fails entirely ('Name or service not known'), domain does not resolve. Record kept only to document dead status. | rag_permission detail: n/a",not integrated,LawME (founder),open-caselaw-rights.json,2026-07-11
LSR-081,MyJudgments - מאגר פסקי דין בישראל,MyJudgments.com,https://www.myjudgments.com,independent operator (states content sourced from the Israeli courts spokesperson system),A-judicial,free full-text judgment search across court types,criminal; civil; family; labor; traffic; administrative; economic,secondary (mirror of court-published decisions),false,"free, no registration",unknown (removal-request service may be paid),"multiple court types incl. Supreme Court, district, family, labor, traffic, small claims, youth; year depth unknown",judgments; decisions,true,"court type, district, case number searchable",true,false,none,unknown,HTML,false,false,false,not observed,unknown; Google-integrated search suggests indexing allowed,no explicit reuse restrictions observed; privacy policy present; offers paid-looking 'judgment removal' service,underlying judgments copyright-free; site terms unknown,unknown,ongoing (last observed update 2025-08-22),2025-08-22,high (raw judgment text),medium,55,35,medium (name-removal/privacy exposure),medium,P2,possible discovery/search layer; verify provenance against official court publication,url_opened,search by person/business/case number from homepage; district-level browsing,Alive. Free full-text search of judgments sourced from courts' spokesperson distribution. The existence of a 'remove your judgment' service signals privacy-takedown churn in the corpus.,not integrated,LawME (founder),open-caselaw-rights.json,2026-07-11
